area,age_of_respondent,chronic_illness,nhif_usage,nssf_usage,most_important_life_goal,income_source,avg_mnth_income,hse_land_loan,securities_use,nearest_financial_prod,land_house_ownership,total_exp_per_month,electronic_device,motorvehicle_ownership,livestock_ownership,insurance,Clusters
Urban,33,No,No,No,Food,Family,6000.0,No,No,MMoney,No,8000,Yes,No,False,No,1
Urban,28,No,Yes,Yes,Career,Business,15000.0,No,No,MMoney,No,30000,Yes,Yes,False,Yes,0
Rural,77,Yes,No,No,Food,Agriculture,9872.0,No,No,MMoney,Yes,4000,No,No,False,Yes,1
Rural,52,Yes,Yes,No,Health,Casual_work,20000.0,No,No,MMoney,No,15000,No,No,False,Yes,0
Urban,59,No,Yes,No,Health,Employment,25000.0,No,No,MMoney,Yes,15000,Yes,Yes,False,Yes,0
Urban,40,No,No,No,Business,Agriculture,9872.0,No,No,MMoney,No,18000,Yes,Yes,False,No,0
Rural,66,Yes,No,No,Food,Agriculture,1000.0,No,No,MMoney,Yes,2000,No,No,False,No,1
Urban,65,No,No,No,Food,Business,8000.0,No,No,MMoney,No,8000,No,No,False,Yes,1
Rural,58,Yes,No,No,Food,Agriculture,1000.0,No,No,MMoney,Yes,1000,No,No,True,No,1
Urban,21,No,No,No,Career,Family,5000.0,No,No,MMoney,Yes,30000,No,No,False,No,0
Rural,25,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,No,3000,No,No,False,No,1
Urban,51,No,Yes,Yes,Food,Business,9872.0,No,No,MMoney,No,10000,Yes,Yes,False,Yes,1
Rural,16,Yes,No,No,Food,Family,500.0,No,No,MMoney,Yes,5000,No,No,True,No,1
Rural,28,No,No,No,Health,Casual_work,1000.0,No,No,MMoney,Yes,2000,No,No,True,No,1
Urban,28,No,No,No,Food,Casual_work,14000.0,No,No,MMoney,No,14000,No,No,False,Yes,0
Urban,21,No,No,No,Career,Casual_work,3000.0,No,No,MMoney,No,15000,No,No,False,No,1
Urban,31,No,Yes,Yes,Business,Business,10000.0,Yes,No,MMoney,Yes,10000,Yes,Yes,False,Yes,1
Rural,68,No,No,No,Business,Agriculture,9872.0,Yes,No,MMoney,Yes,10000,No,No,False,Yes,1
Rural,46,No,Yes,Yes,Home,Employment,9872.0,Yes,No,MMoney,Yes,30000,Yes,Yes,False,Yes,0
Rural,65,No,No,No,Food,Casual_work,2500.0,No,No,MMoney,Yes,1000,No,No,False,No,1
Rural,52,No,No,No,Food,Agriculture,9872.0,No,No,MMoney,Yes,12000,No,No,False,Yes,1
Urban,46,No,No,No,Health,Casual_work,12000.0,No,No,MMoney,No,8000,No,No,False,No,1
Urban,28,No,Yes,No,Business,Family,9872.0,No,No,MMoney,No,15000,Yes,No,False,Yes,0
Urban,33,No,Yes,No,Career,Employment,15000.0,No,No,MMoney,No,20000,No,Yes,False,Yes,0
Rural,22,No,No,No,Business,Casual_work,3000.0,No,No,MMoney,No,15000,No,No,False,No,1
Urban,36,No,No,No,Education,Casual_work,5000.0,No,No,MMoney,No,7000,No,No,False,No,1
Rural,26,No,No,No,Health,Casual_work,3000.0,No,No,MMoney,Yes,6000,No,No,True,No,1
Urban,32,No,No,No,Business,Business,9872.0,No,No,MMoney,No,12000,No,Yes,False,Yes,1
Rural,73,Yes,Yes,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Rural,28,No,No,No,Education,Casual_work,1800.0,No,No,MMoney,Yes,6500,No,No,True,No,1
Rural,67,No,Yes,No,Business,Agriculture,15000.0,Yes,No,MMoney,Yes,10000,No,Yes,True,Yes,1
Urban,52,No,No,No,Food,Business,7000.0,No,Yes,MMoney,Yes,20000,Yes,No,False,No,0
Rural,49,No,Yes,Yes,Food,Family,1500.0,Yes,No,MMoney,Yes,4000,Yes,No,False,Yes,1
Rural,37,No,No,No,Education,Casual_work,5200.0,No,No,MMoney,No,6000,No,No,False,Yes,1
Urban,42,No,No,No,Health,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,Yes,1
Urban,51,Yes,No,No,Health,Agriculture,9872.0,No,No,MMoney,Yes,2000,No,No,False,No,1
Rural,21,No,No,No,Career,Casual_work,4000.0,No,Yes,MMoney,Yes,7000,No,No,False,Yes,1
Urban,29,No,No,No,Business,Business,10000.0,No,No,MMoney,No,15000,No,No,True,Yes,0
Urban,29,No,Yes,No,Food,Family,9872.0,No,No,MMoney,No,10000,No,No,False,Yes,1
Urban,25,No,No,No,Food,Casual_work,9872.0,No,No,MMoney,No,10000,Yes,No,False,No,1
Rural,25,No,No,No,Food,Casual_work,6000.0,No,No,MMoney,No,5000,No,No,False,No,1
Rural,40,No,No,No,Business,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,False,No,1
Urban,42,No,Yes,No,Food,Casual_work,17000.0,No,No,Bank,No,17000,No,No,False,Yes,0
Rural,56,Yes,No,No,Education,Agriculture,2000.0,No,No,MMoney,No,5000,No,No,False,No,1
Urban,52,No,No,No,Food,Casual_work,8000.0,No,No,MMoney,No,8000,No,No,False,No,1
Rural,74,No,No,No,Food,Agriculture,5000.0,No,No,Bank,Yes,5000,No,No,False,No,1
Rural,54,No,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Rural,30,No,No,No,Business,Agriculture,12500.0,No,No,MMoney,Yes,10000,No,No,True,No,1
Urban,35,No,Yes,Yes,Food,Casual_work,20000.0,No,No,MMoney,Yes,15000,Yes,No,True,Yes,0
Rural,37,Yes,No,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,Yes,True,Yes,1
Urban,26,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,No,1
Rural,55,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,Yes,7000,No,No,False,Yes,1
Urban,36,No,Yes,No,Health,Casual_work,25000.0,No,No,MMoney,No,25000,Yes,Yes,False,Yes,0
Urban,23,No,No,No,Education,Agriculture,15000.0,No,No,MMoney,No,10000,No,No,False,No,0
Rural,78,No,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,False,No,1
Rural,46,No,No,No,Food,Agriculture,200.0,No,No,MMoney,Yes,6000,No,No,False,No,1
Urban,67,Yes,Yes,No,Health,Employment,10000.0,No,No,MMoney,No,15000,No,No,False,Yes,0
Rural,73,No,Yes,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,No,True,Yes,1
Rural,28,No,No,No,Food,Casual_work,8000.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Rural,18,No,Yes,No,Food,Business,4000.0,No,No,MMoney,No,12000,No,No,False,Yes,1
Urban,38,No,Yes,Yes,Education,Family,10000.0,Yes,Yes,MMoney,Yes,20000,Yes,Yes,False,Yes,0
Rural,38,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,Yes,3000,No,No,True,No,1
Urban,18,No,No,No,Education,Family,1000.0,No,No,MMoney,No,15000,No,Yes,False,No,1
Rural,24,No,No,No,Career,Casual_work,6000.0,No,No,MMoney,No,4000,No,No,False,No,1
Rural,35,No,No,No,Education,Casual_work,4000.0,No,No,MMoney,Yes,10000,No,No,True,No,1
Rural,24,No,No,No,Business,Family,9872.0,No,No,MMoney,No,15000,Yes,No,True,No,1
Rural,51,Yes,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,6000,No,Yes,False,Yes,1
Rural,17,Yes,No,No,Education,Family,100.0,No,No,MMoney,No,6000,No,No,True,No,1
Rural,52,No,No,No,Health,Agriculture,20000.0,No,No,MMoney,Yes,20000,No,No,False,Yes,0
Rural,20,No,No,No,Education,Employment,10000.0,No,No,Bank,No,10000,No,No,False,No,1
Rural,22,No,No,No,Education,Agriculture,8000.0,No,No,MMoney,Yes,6000,No,No,True,Yes,1
Rural,25,Yes,Yes,No,Career,Business,20000.0,No,No,MMoney,No,20000,Yes,Yes,False,Yes,0
Rural,26,No,No,No,Education,Casual_work,2000.0,No,No,MMoney,No,3000,No,No,False,Yes,1
Urban,23,No,Yes,Yes,Food,Casual_work,12000.0,No,Yes,Bank,No,14000,No,No,False,Yes,0
Rural,60,No,No,No,Food,Casual_work,9000.0,No,No,MMoney,No,10000,No,No,False,No,1
Urban,58,Yes,Yes,Yes,Health,Employment,60000.0,Yes,No,MMoney,Yes,30000,Yes,Yes,False,Yes,0
Urban,45,No,Yes,Yes,Education,Casual_work,20000.0,Yes,No,MMoney,No,8000,No,No,False,Yes,0
Rural,23,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,No,5000,Yes,No,False,No,1
Rural,46,No,Yes,No,Food,Family,1000.0,No,No,MMoney,Yes,10000,Yes,No,True,Yes,1
Rural,24,No,No,No,Business,Agriculture,30000.0,No,No,MMoney,No,5000,Yes,No,True,Yes,1
Rural,59,No,No,No,Food,Agriculture,3000.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Urban,33,No,Yes,Yes,Food,Casual_work,5000.0,No,No,MMoney,No,5000,No,No,False,Yes,1
Rural,19,No,No,No,Food,Family,9872.0,No,No,MMoney,No,7000,No,No,False,No,1
Rural,36,No,No,No,Food,Casual_work,4000.0,No,No,MMoney,Yes,4000,No,No,False,No,1
Rural,84,No,No,No,Education,Agriculture,2000.0,No,No,MMoney,Yes,1000,No,No,True,No,1
Urban,40,No,No,No,Food,Casual_work,5000.0,No,No,MMoney,No,10000,Yes,No,False,No,1
Rural,45,No,Yes,Yes,Education,Agriculture,70000.0,Yes,No,MMoney,Yes,70000,Yes,No,False,Yes,0
Urban,16,No,No,No,Education,Family,100.0,No,No,MMoney,No,18000,Yes,No,False,No,1
Rural,26,No,Yes,No,Education,Family,20000.0,No,No,MMoney,Yes,11000,No,No,True,Yes,1
Rural,36,Yes,No,No,Health,Agriculture,2000.0,No,No,MMoney,Yes,6000,No,No,False,No,1
Urban,41,No,Yes,No,Home,Casual_work,20000.0,No,No,MMoney,No,15000,Yes,Yes,False,Yes,0
Rural,28,No,No,No,Food,Casual_work,2000.0,No,No,MMoney,Yes,2000,No,No,True,No,1
Rural,41,No,Yes,No,Health,Agriculture,15000.0,No,No,MMoney,No,2100,No,No,False,Yes,1
Urban,17,No,No,No,Education,Family,9000.0,No,No,MMoney,No,10000,No,No,False,No,1
Urban,69,Yes,Yes,No,Food,Business,5000.0,No,Yes,MMoney,Yes,20000,No,No,False,Yes,0
Rural,56,No,No,No,Food,Agriculture,9872.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Urban,26,No,No,No,Career,Casual_work,20000.0,No,No,MMoney,No,18000,No,No,False,No,0
Urban,26,No,No,No,Education,Casual_work,600.0,No,No,Bank,No,500,No,No,False,No,1
Urban,34,No,No,No,Career,Employment,14000.0,No,Yes,MMoney,No,10000,No,No,False,No,1
Urban,70,Yes,Yes,Yes,Food,Agriculture,20000.0,No,No,MMoney,Yes,5000,Yes,Yes,False,Yes,1
Urban,43,No,Yes,No,Education,Business,15000.0,No,No,MMoney,No,8000,No,No,False,Yes,1
Urban,30,No,No,No,Health,Business,20000.0,No,No,MMoney,No,15000,No,No,False,Yes,0
Rural,59,No,Yes,Yes,Food,Business,80000.0,Yes,No,MMoney,Yes,20000,Yes,Yes,False,Yes,0
Rural,31,No,No,No,Education,Agriculture,5000.0,No,No,MMoney,No,5000,No,No,True,Yes,1
Urban,36,No,No,No,Health,Casual_work,15000.0,No,No,MMoney,No,13000,No,No,False,No,0
Rural,76,Yes,Yes,Yes,Food,Family,2000.0,Yes,No,MMoney,Yes,10000,Yes,Yes,False,Yes,1
Urban,68,No,No,No,Food,Casual_work,9872.0,No,Yes,Bank,Yes,2000,No,No,False,No,1
Urban,40,No,No,No,Food,Casual_work,2000.0,No,No,MMoney,No,1500,Yes,No,False,No,1
Urban,31,No,No,No,Food,Casual_work,5000.0,No,No,MMoney,Yes,3000,No,No,True,No,1
Rural,47,No,Yes,Yes,Home,Employment,9872.0,Yes,No,MMoney,Yes,30000,Yes,Yes,False,Yes,0
Rural,45,No,No,No,Education,Agriculture,9872.0,No,No,MMoney,No,7500,No,No,True,No,1
Urban,28,No,No,No,Career,Casual_work,9000.0,No,No,MMoney,No,5000,No,No,False,No,1
Urban,23,No,Yes,No,Home,Business,8000.0,No,No,MMoney,No,8000,Yes,No,False,Yes,1
Urban,37,No,No,No,Health,Casual_work,14000.0,No,No,MMoney,No,12000,No,No,False,No,0
Rural,81,No,No,No,Health,Family,600.0,No,No,MMoney,Yes,3200,No,No,True,No,1
Urban,20,No,No,No,Career,Employment,12000.0,No,No,MMoney,Yes,30000,Yes,Yes,False,No,0
Rural,52,No,Yes,No,Health,Agriculture,6000.0,No,No,MMoney,Yes,2000,No,No,False,Yes,1
Urban,31,No,No,No,Food,Business,15000.0,No,No,MMoney,No,10000,No,No,False,Yes,0
Rural,16,No,No,No,Education,Family,9872.0,No,No,MMoney,No,5000,No,No,False,No,1
Rural,45,No,Yes,Yes,Education,Agriculture,15000.0,No,No,MMoney,Yes,30000,No,No,False,Yes,0
Rural,75,Yes,No,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,3000,No,No,False,Yes,1
Rural,80,No,No,No,Health,Aid,2000.0,No,No,MMoney,Yes,2500,No,No,False,No,1
Rural,22,No,No,No,Education,Casual_work,1000.0,No,No,MMoney,No,10000,No,No,False,No,1
Urban,42,No,Yes,No,Health,Employment,30000.0,No,No,MMoney,Yes,2000,No,No,False,Yes,0
Urban,27,No,No,No,Assets,Business,40000.0,No,No,Bank,No,15000,Yes,Yes,False,No,0
Urban,48,No,Yes,No,Career,Employment,10000.0,No,No,MMoney,No,10000,No,No,False,Yes,1
Rural,58,No,No,No,Food,Agriculture,6000.0,No,No,MMoney,Yes,5000,No,No,True,Yes,1
Urban,30,No,No,No,Food,Employment,9000.0,No,No,MMoney,No,30000,Yes,No,False,Yes,0
Urban,30,No,No,Yes,Business,Employment,40000.0,Yes,No,Bank,No,27000,Yes,Yes,False,Yes,0
Urban,35,Yes,No,No,Career,Casual_work,5000.0,No,No,MMoney,No,4800,No,No,False,No,1
Rural,23,No,No,No,Education,Family,1500.0,No,No,MMoney,No,8500,No,No,False,Yes,1
Urban,40,No,No,No,Business,Casual_work,8000.0,No,No,MMoney,No,7000,No,No,False,No,1
Urban,25,No,No,Yes,Education,Family,10000.0,No,No,MMoney,No,5000,Yes,No,False,Yes,1
Urban,20,No,No,No,Food,Casual_work,12000.0,No,No,MMoney,No,12000,No,Yes,False,Yes,0
Urban,30,No,Yes,Yes,Career,Employment,10000.0,Yes,Yes,MMoney,Yes,8000,No,No,False,Yes,1
Rural,31,No,No,No,Food,Family,10000.0,No,No,Bank,No,10000,Yes,No,False,No,1
Rural,23,No,No,No,Health,Employment,10000.0,No,No,MMoney,No,2000,No,No,False,No,1
Urban,40,No,Yes,Yes,Business,Casual_work,9872.0,No,No,MMoney,No,10000,Yes,No,False,Yes,1
Rural,58,No,Yes,Yes,Food,Agriculture,2000.0,No,No,MMoney,Yes,5000,Yes,No,False,Yes,1
Rural,26,No,No,Yes,Business,Employment,6000.0,Yes,Yes,MMoney,No,8000,Yes,No,False,Yes,1
Rural,39,Yes,Yes,Yes,Education,Casual_work,5000.0,No,No,MMoney,Yes,8000,No,No,True,Yes,1
Urban,35,No,Yes,Yes,Food,Casual_work,15000.0,No,No,MMoney,No,12000,No,No,False,Yes,0
Urban,25,No,No,No,Education,Family,10000.0,No,No,MMoney,Yes,15000,No,Yes,True,Yes,0
Urban,30,No,No,No,Health,Employment,6000.0,No,No,MMoney,No,16000,No,Yes,False,No,0
Rural,55,No,No,No,Education,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,No,True,No,1
Rural,37,No,No,No,Health,Casual_work,4000.0,No,No,MMoney,Yes,3000,No,No,True,No,1
Urban,35,No,No,No,Food,Business,6000.0,Yes,Yes,MMoney,No,20000,Yes,No,False,Yes,0
Urban,34,No,Yes,No,Food,Business,10000.0,No,No,MMoney,No,10500,No,No,False,Yes,1
Rural,58,No,No,No,Food,Casual_work,5000.0,No,No,MMoney,Yes,5000,No,No,True,No,1
Urban,30,No,No,No,Education,Casual_work,5000.0,No,No,Bank,No,8000,No,No,False,No,1
Rural,47,No,No,No,Food,Agriculture,3000.0,No,No,MMoney,Yes,5000,No,No,False,No,1
Rural,28,No,Yes,No,Food,Casual_work,1500.0,No,No,MMoney,Yes,5000,No,No,False,Yes,1
Rural,45,No,No,No,Education,Casual_work,6000.0,No,No,MMoney,Yes,13000,No,No,False,Yes,1
Rural,49,No,Yes,Yes,Education,Agriculture,9872.0,No,No,MMoney,Yes,8000,No,No,True,Yes,1
Urban,31,No,No,No,Food,Business,6000.0,No,No,MMoney,No,8000,Yes,No,False,No,1
Rural,27,No,No,No,Food,Agriculture,9872.0,Yes,No,MMoney,No,6000,No,Yes,False,Yes,1
Urban,63,No,No,No,Food,Employment,8000.0,No,No,MMoney,Yes,6000,No,No,False,No,1
Rural,64,Yes,No,No,Food,Agriculture,6000.0,No,No,MMoney,Yes,6000,No,No,False,No,1
Urban,22,No,No,No,Education,Casual_work,15000.0,No,No,MMoney,No,16000,No,No,False,No,0
Urban,22,No,Yes,Yes,Career,Casual_work,18000.0,Yes,Yes,MMoney,No,25000,No,No,False,Yes,0
Rural,60,Yes,No,No,Food,Family,1500.0,No,No,MMoney,Yes,1500,No,No,False,Yes,1
Urban,62,No,Yes,No,Food,Casual_work,4000.0,No,No,MMoney,No,5000,Yes,No,False,Yes,1
Urban,21,No,Yes,Yes,Food,Employment,28000.0,Yes,No,Bank,No,27000,No,No,False,Yes,0
Rural,45,No,Yes,No,Food,Casual_work,5000.0,No,No,MMoney,Yes,10000,Yes,No,False,Yes,1
Urban,25,No,No,No,Business,Employment,7500.0,No,No,Bank,No,5000,No,No,False,No,1
Urban,32,No,Yes,Yes,Food,Employment,12000.0,No,No,MMoney,No,15000,Yes,No,False,Yes,0
Urban,29,No,No,No,Education,Employment,21000.0,No,No,Bank,No,7000,No,No,False,No,0
Urban,27,No,No,No,Food,Family,4000.0,No,No,MMoney,No,10000,No,No,True,Yes,1
Rural,27,No,No,No,Education,Agriculture,2000.0,No,No,MMoney,Yes,3000,No,No,False,No,1
Rural,24,Yes,No,No,Health,Casual_work,20000.0,No,No,MMoney,Yes,25000,No,No,False,Yes,0
Urban,23,No,No,No,Food,Casual_work,6000.0,No,No,MMoney,No,10000,No,No,False,No,1
Rural,31,No,Yes,Yes,Home,Business,24000.0,Yes,No,MMoney,Yes,15000,Yes,Yes,True,Yes,0
Rural,70,No,No,Yes,Food,Employment,4000.0,No,No,MMoney,Yes,3500,No,No,False,Yes,1
Urban,28,No,No,No,Career,Business,20000.0,No,No,MMoney,No,15000,No,No,False,No,0
Rural,16,No,No,No,Education,Casual_work,3200.0,No,No,MMoney,No,9000,No,No,True,No,1
Rural,33,No,No,No,Food,Agriculture,3000.0,No,No,MMoney,Yes,4000,No,Yes,False,Yes,1
Urban,28,No,Yes,No,Business,Business,12000.0,No,No,MMoney,No,15000,No,No,False,Yes,0
Urban,33,No,No,No,Business,Casual_work,10000.0,No,No,MMoney,No,9000,No,No,False,Yes,1
Urban,70,Yes,Yes,No,Health,Renting,20000.0,No,No,MMoney,Yes,20000,No,No,False,Yes,0
Rural,26,No,Yes,No,Food,Agriculture,5000.0,Yes,No,MMoney,Yes,10000,No,Yes,True,Yes,1
Rural,71,No,No,No,Health,Casual_work,2000.0,No,No,MMoney,Yes,1000,No,No,False,No,1
Rural,38,Yes,Yes,Yes,Health,Family,12000.0,No,No,MMoney,No,15000,Yes,No,False,Yes,1
Rural,16,No,No,No,Education,Family,9872.0,No,No,MMoney,No,10000,Yes,No,False,No,1
Urban,58,No,No,No,Career,Casual_work,4000.0,No,No,MMoney,Yes,4000,No,No,False,No,1
Urban,32,No,No,No,Food,Casual_work,500.0,Yes,No,MMoney,No,5000,No,No,False,Yes,1
Urban,35,No,Yes,No,Food,Family,30000.0,No,No,MMoney,No,20000,Yes,No,False,Yes,0
Rural,36,No,No,No,Food,Agriculture,9872.0,No,No,MMoney,Yes,8000,No,No,False,Yes,1
Rural,24,No,Yes,No,Food,Business,20000.0,Yes,No,MMoney,No,10000,Yes,No,False,Yes,1
Rural,78,Yes,Yes,No,Food,Business,70001.0,No,No,MMoney,Yes,8000,Yes,No,True,Yes,0
Urban,25,No,No,No,Health,Casual_work,1500.0,No,No,Bank,No,4000,No,No,False,No,1
Rural,23,No,No,No,Business,Agriculture,15000.0,No,No,MMoney,Yes,15000,No,Yes,True,Yes,0
Rural,18,No,Yes,Yes,Business,Casual_work,4000.0,No,No,MMoney,Yes,10000,No,No,False,Yes,1
Urban,22,No,No,No,Business,Employment,6000.0,No,No,MMoney,No,60000,Yes,Yes,False,No,0
Urban,50,No,Yes,No,Education,Business,3000.0,No,No,MMoney,Yes,9000,Yes,No,False,Yes,1
Urban,18,No,Yes,No,Career,Family,500.0,No,No,MMoney,No,12000,Yes,Yes,False,Yes,1
Rural,21,No,No,No,Food,Casual_work,1000.0,No,No,MMoney,Yes,3000,No,No,True,No,1
Urban,18,No,Yes,Yes,Education,Employment,10000.0,No,No,MMoney,No,15000,Yes,Yes,False,Yes,0
Urban,25,No,No,No,Career,Family,2000.0,No,No,MMoney,No,10000,Yes,No,False,No,1
Rural,35,No,No,No,Health,Family,5000.0,No,No,MMoney,Yes,4000,No,No,False,No,1
Urban,37,No,Yes,No,Food,Casual_work,2000.0,No,No,MMoney,No,8000,Yes,No,False,Yes,1
Urban,59,No,No,No,Food,Casual_work,5000.0,No,No,MMoney,Yes,5000,No,No,False,No,1
Rural,30,No,No,No,Food,Agriculture,12000.0,No,No,MMoney,No,7000,No,No,False,Yes,1
Urban,26,No,Yes,No,Food,Family,9872.0,No,No,MMoney,No,12000,No,No,False,Yes,1
Urban,24,No,No,No,Career,Business,3000.0,No,No,MMoney,No,10000,Yes,No,False,No,1
Rural,26,No,No,No,Business,Business,8000.0,Yes,No,MMoney,No,5000,No,Yes,False,Yes,1
Urban,62,Yes,Yes,No,Health,Pension,35000.0,No,No,MMoney,Yes,8000,Yes,Yes,False,Yes,0
Rural,60,No,No,No,Food,Casual_work,2000.0,No,No,MMoney,Yes,2000,No,No,True,No,1
Rural,24,No,No,No,Food,Casual_work,4000.0,No,No,MMoney,No,4000,No,No,False,Yes,1
Urban,22,No,Yes,Yes,Food,Casual_work,7000.0,No,No,MMoney,No,7000,Yes,No,False,Yes,1
Urban,35,No,No,No,Health,Business,9872.0,No,No,MMoney,No,20000,No,No,False,No,0
Urban,30,No,No,No,Food,Business,9000.0,Yes,No,MMoney,No,8000,No,Yes,False,No,1
Urban,33,No,No,No,Career,Employment,15000.0,No,No,MMoney,No,15000,No,No,False,No,0
Urban,34,No,Yes,No,Food,Casual_work,8000.0,No,No,MMoney,No,5000,No,No,False,Yes,1
Urban,27,No,Yes,No,Career,Business,9872.0,No,No,MMoney,No,12000,No,No,False,Yes,1
Urban,70,Yes,Yes,Yes,Food,Renting,40000.0,No,No,MMoney,Yes,30000,Yes,No,False,Yes,0
Urban,32,No,Yes,No,Education,Casual_work,800.0,No,No,MMoney,No,12000,No,No,False,Yes,1
Urban,32,No,No,No,Food,Business,5000.0,Yes,No,MMoney,No,9000,No,No,False,Yes,1
Rural,40,No,No,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,No,False,Yes,1
Urban,41,No,No,No,Education,Casual_work,17000.0,No,No,Bank,No,6000,No,No,False,No,1
Rural,29,Yes,No,No,Education,Family,2000.0,No,No,MMoney,No,9000,No,No,True,No,1
Urban,65,No,Yes,No,Education,Casual_work,9872.0,No,No,MMoney,No,17000,No,No,False,Yes,0
Rural,37,No,No,No,Health,Business,9872.0,Yes,No,MMoney,Yes,12000,Yes,Yes,True,Yes,1
Rural,69,Yes,Yes,No,Business,Agriculture,9872.0,No,No,MMoney,Yes,10000,No,No,False,Yes,1
Urban,41,No,Yes,Yes,Health,Employment,18000.0,No,No,MMoney,No,15000,Yes,No,False,Yes,0
Urban,35,No,No,No,Food,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,True,No,1
Rural,34,No,Yes,Yes,Education,Agriculture,10000.0,Yes,No,MMoney,No,7000,No,No,False,Yes,1
Urban,45,No,Yes,No,Food,Casual_work,10000.0,No,No,Bank,No,8000,No,No,False,Yes,1
Rural,34,No,Yes,Yes,Education,Employment,20000.0,Yes,No,MMoney,Yes,21000,Yes,No,False,Yes,0
Rural,27,No,Yes,Yes,Business,Employment,20000.0,No,No,MMoney,Yes,20000,Yes,No,False,Yes,0
Urban,42,No,Yes,No,Food,Casual_work,8000.0,No,No,MMoney,No,15000,No,No,False,Yes,0
Rural,53,No,No,No,Health,Casual_work,8000.0,Yes,No,MMoney,Yes,21000,No,No,True,Yes,0
Rural,25,No,No,No,Food,Agriculture,500.0,No,No,MMoney,Yes,3000,No,No,False,No,1
Rural,60,No,Yes,No,Food,Agriculture,3000.0,No,No,MMoney,Yes,12000,No,No,False,Yes,1
Urban,20,No,No,No,Education,Employment,9872.0,No,No,MMoney,No,18000,No,No,False,No,0
Rural,60,No,Yes,No,Food,Agriculture,9872.0,Yes,No,MMoney,Yes,6000,No,No,True,Yes,1
Urban,20,No,No,No,Education,Employment,8000.0,No,No,MMoney,No,10000,No,No,False,No,1
Urban,30,No,No,No,Business,Casual_work,6000.0,No,No,MMoney,No,8000,Yes,No,False,Yes,1
Rural,24,No,Yes,Yes,Education,Casual_work,7000.0,Yes,No,MMoney,No,8000,No,No,False,Yes,1
Urban,35,No,No,No,Food,Casual_work,25000.0,No,No,MMoney,No,10000,Yes,No,False,Yes,0
Rural,42,No,No,No,Health,Casual_work,3000.0,No,No,MMoney,Yes,3000,No,No,True,Yes,1
Urban,43,No,Yes,No,Food,Business,9872.0,No,No,MMoney,No,30000,Yes,No,False,Yes,0
Urban,16,Yes,No,No,Education,Family,1500.0,No,No,MMoney,No,10000,No,No,False,No,1
Urban,40,No,Yes,Yes,Education,Employment,8000.0,Yes,No,MMoney,No,4000,No,No,False,Yes,1
Rural,17,No,No,No,Education,Family,500.0,No,No,MMoney,No,15000,No,No,True,Yes,1
Rural,18,No,No,No,Education,Family,500.0,No,No,MMoney,No,5000,No,No,True,No,1
Urban,40,No,Yes,Yes,Education,Employment,30000.0,Yes,No,MMoney,Yes,15000,Yes,No,False,Yes,0
Urban,40,Yes,No,No,Education,Casual_work,10000.0,No,No,MMoney,No,2000,Yes,Yes,False,No,1
Rural,26,No,No,No,Home,Employment,20000.0,No,No,MMoney,Yes,3000,No,No,True,No,1
Urban,35,No,No,No,Education,Business,30000.0,No,No,MMoney,Yes,16000,Yes,Yes,False,Yes,0
Urban,48,No,No,No,Food,Family,5000.0,No,No,MMoney,No,12000,No,No,False,Yes,1
Rural,37,No,Yes,Yes,Food,Casual_work,3000.0,No,No,MMoney,No,3000,Yes,No,False,Yes,1
Urban,62,No,No,No,Food,Family,2400.0,No,No,MMoney,Yes,15000,No,No,False,Yes,1
Urban,52,No,Yes,No,Education,Employment,9872.0,Yes,No,MMoney,Yes,50000,Yes,Yes,False,Yes,0
Rural,66,Yes,Yes,Yes,Food,Employment,27000.0,Yes,No,MMoney,Yes,25000,No,No,False,Yes,0
Urban,20,No,Yes,No,Food,Family,5000.0,No,No,MMoney,Yes,5000,Yes,Yes,False,Yes,1
Urban,32,No,Yes,No,Food,Business,30000.0,No,No,MMoney,No,20000,Yes,No,False,Yes,0
Urban,29,Yes,No,No,Food,Casual_work,9872.0,No,No,MMoney,No,4000,No,No,False,No,1
Rural,35,No,No,No,Food,Casual_work,9000.0,No,No,MMoney,Yes,6000,No,No,False,No,1
Urban,56,No,No,No,Health,Casual_work,6000.0,No,No,MMoney,No,6000,No,No,False,No,1
